product_name,corp_id,corp_login,expert_partner_name,expert_role,proficiency_level,proficiency_level_start,hire_type,tnps_numerator,tnps_denominator,ir_numerator,ir_denominator,sqs_numerator,sqs_denominator,handled_conversion_numerator,handled_conversion_denominator,aht_numerator,aht_denominator,cst_numerator,cst_denominator,cst_basic_numerator,cst_basic_denominator,cst_deluxe_numerator,cst_deluxe_denominator,cst_premium_numerator,cst_premiun_denominator,tnps_basic_numerator,tnps_basic_denominator,tnps_deluxe_numerator,tnps_deluxe_denominator,tnps_premium_numerator,tnps_premium_denominator,aht_basic_numerator,aht_basic_denominator,aht_deluxe_numerator,aht_deluxe_denominator,aht_premium_numerator,aht_premium_denominator
TTL Full Service Consumer,50002581702,TJACKSONGAT,INTUIT,Tax Specialist,PL1,PL2,Re-Hire,8,8,0,0,45.67,48.62,3,33,2553.250003,97,139.98441,66,77.969101,49,23.845916,10,38.169393,7,0,0,2,2,0,0,122.833333,8,530.100003,18,146.133334,7
TTL Full Service Consumer,50002581702,TJACKSONGAT,INTUIT,Tax Specialist,PL2,PL2,Re-Hire,8,8,0,0,45.67,48.62,3,33,2553.250003,97,139.98441,66,77.969101,49,23.845916,10,38.169393,7,0,0,2,2,0,0,122.833333,8,530.100003,18,146.133334,7
TTL Assisted Consumer,50002581703,JSERRANO3,INTUIT,Tax Associate,PL4,PL3,Re-Hire,2,2,2,2,7.84,8.8,0,0,689.45,16,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,187.7,3,134.65,4
TTL Full Service Consumer,50002581703,JSERRANO3,INTUIT,Tax Associate,PL4,PL3,Re-Hire,2,3,0,0,35.18,37.81,16,25,2164.800001,109,88.704716,17,20.446337,5,9.459565,3,58.798814,9,0,0,0,0,0,0,124.95,8,30.5,6,361.949999,14
TTL Assisted Consumer,50002581705,CONYEMA,INTUIT,Tax Expert,PL2,PL2,Re-Hire,0,0,0,0,14.51,16.05,0,0,748.983334,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,2,151.583334,10,221.7,10
TTL Full Service Consumer,50002581705,CONYEMA,INTUIT,Tax Expert,PL2,PL2,Re-Hire,0,0,0,0,66.07,73.43,54,71,3989.250002,161,210.63878,92,42.078554,29,73.012948,33,95.547278,30,0,0,0,0,0,0,155.116667,6,427.533335,24,791.200002,23
TTL Assisted Consumer,50002581719,FMONTIEL,INTUIT,Tax Associate,PL2,PL4,New Hire,0,0,0,0,0,0,0,0,647.016665,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.433333,4,127.45,10,267.116666,16
TTL Assisted Consumer,50002581719,FMONTIEL,INTUIT,Tax Associate,PL4,PL4,New Hire,0,0,0,0,0,0,0,0,647.016665,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.433333,4,127.45,10,267.116666,16
TTL Assisted Consumer,50002581719,FMONTIEL,INTUIT,Tax Associate,PL2,PL4,Re-Hire,0,0,0,0,0.61,0.71,0,0,80.766667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.766667,1,0,0
TTL Assisted Consumer,50002581719,FMONTIEL,INTUIT,Tax Associate,PL4,PL4,Re-Hire,0,0,0,0,0.61,0.71,0,0,80.766667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.766667,1,0,0
TTL Full Service Consumer,50002581719,FMONTIEL,INTUIT,Tax Associate,PL2,PL4,Re-Hire,0,0,0,0,0.65,0.67,0,0,21.75,1,3.820931,1,3.820931,1,0,0,0,0,0,0,0,0,0,0,0,0,21.75,1,0,0
TTL Full Service Consumer,50002581719,FMONTIEL,INTUIT,Tax Associate,PL4,PL4,Re-Hire,0,0,0,0,0.65,0.67,0,0,21.75,1,3.820931,1,3.820931,1,0,0,0,0,0,0,0,0,0,0,0,0,21.75,1,0,0
TTL Full Service Consumer,50002581719,FMONTIEL,INTUIT,Tax Associate,PL2,PL4,New Hire,0,0,0,0,0,0,0,0,495.000001,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.116667,1,2.633333,1,303.766667,13
TTL Full Service Consumer,50002581719,FMONTIEL,INTUIT,Tax Associate,PL4,PL4,New Hire,0,0,0,0,0,0,0,0,495.000001,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.116667,1,2.633333,1,303.766667,13
TTL Assisted Consumer,50002581720,KKLEIMAN,INTUIT,Tax Expert,PL3,PL3,Re-Hire,0,0,0,0,0.71,0.71,0,0,33.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002581720,KKLEIMAN,INTUIT,Tax Expert,PL3,PL3,Re-Hire,2,2,0,0,13.74,14.4,11,14,553.683334,28,80.472966,14,5.794363,2,16.138333,3,58.54027,9,0,0,0,0,0,0,68.016667,1,0,0,94.4,4
TTL Assisted Consumer,50002581732,ZAHMED2,INTUIT,Tax Associate,PL4,PL4,Re-Hire,3,3,3,3,17.01,20.26,0,0,1143.300001,39,0,0,0,0,0,0,0,0,0,0,1,1,0,0,71.416667,1,254.666666,14,371.983335,12
TTL Full Service Consumer,50002581732,ZAHMED2,INTUIT,Tax Associate,PL4,PL4,Re-Hire,0,1,0,0,37.43,43.46,8,16,2335.899999,120,73.487918,30,11.030391,7,25.87915,10,35.79676,12,0,0,0,0,0,0,45.95,7,445.633333,12,808.966666,9
TTL Assisted Consumer,50002581739,DHUDSON2,INTUIT,Tax Associate,PL4,PL3,Re-Hire,19,20,19,19,59.86,65.47,0,0,3724.100002,125,0,0,0,0,0,0,0,0,3,4,3,3,10,10,413.116667,12,1010.15,33,1709.216666,55
TTL Full Service Consumer,50002581739,DHUDSON2,INTUIT,Tax Associate,PL4,PL3,Re-Hire,10,14,5,6,131.29,141.41,34,52,7010.866668,274,122.946284,53,33.151056,17,32.946205,18,56.849023,18,0,0,1,1,5,8,249.433335,12,1793.799998,41,1143.766669,51
TTL Assisted Consumer,50002581743,HWILSON1,INTUIT,Tax Specialist,PL2,PL2,Re-Hire,4,8,6,8,50.43,65.72,0,0,2405.683325,111,0,0,0,0,0,0,0,0,1,1,-1,3,4,4,118.233332,7,706.783332,36,1177.549996,45
TTL Full Service Consumer,50002581743,HWILSON1,INTUIT,Tax Specialist,PL2,PL2,Re-Hire,12,18,4,5,310.35,354.78,95,132,9019.28333,749,835.391811,353,277.41705,147,333.733548,139,224.241213,67,0,0,-1,1,0,4,324.649999,29,1199.066664,98,1345.866667,77
TTL Assisted Consumer,50002581963,TELLINGTON1,INTUIT,Tax Associate,PL3,PL2,Re-Hire,7,16,12,15,117.96,138.59,0,0,5645.016669,248,0,0,0,0,0,0,0,0,0,2,1,4,5,9,369.416669,24,1553.36667,83,3267.449998,117
TTL Full Service Consumer,50002581963,TELLINGTON1,INTUIT,Tax Associate,PL3,PL2,Re-Hire,2,4,3,4,120.75,137.39,37,55,4829.299999,268,143.61181,51,23.792007,11,50.352597,19,67.770772,20,0,0,1,1,0,0,36.750001,5,943.916665,55,1201.983333,49
TTL Assisted Consumer,50002581986,JMEDINA4,INTUIT,Tax Associate,PL4,PL4,Re-Hire,14,14,12,13,53.67,61.28,0,0,3717.61667,206,0,0,0,0,0,0,0,0,0,0,2,2,9,9,205.2,15,969.600001,68,1397.316668,75
TTL Full Service Consumer,50002581986,JMEDINA4,INTUIT,Tax Associate,PL4,PL4,Re-Hire,9,10,0,0,170.29,186.01,111,148,6942.566669,430,349.34705,175,37.024371,30,73.743072,46,230.688229,96,0,0,1,1,2,2,234.566664,25,703.149999,41,1088.849998,64
TTL Assisted Consumer,50002581989,JSNOWDEN,INTUIT,Tax Associate,PL3,PL3,Re-Hire,11,21,16,21,79.45,98.61,0,0,4446.333331,205,0,0,0,0,0,0,0,0,1,1,1,3,8,16,278.883332,20,1025.01667,58,2367.899995,101
TTL Full Service Consumer,50002581989,JSNOWDEN,INTUIT,Tax Associate,PL3,PL3,Re-Hire,4,4,0,0,71.64,85.79,24,51,3235.166662,217,210.794846,37,25.053447,12,52.741825,11,132.999574,14,0,0,1,1,1,1,87.083334,10,538.233331,36,301.8,24
TTL Assisted Consumer,50002581993,SASIF,INTUIT,Tax Associate,PL2,PL2,Re-Hire,4,9,9,9,40.11,48.84,0,0,2753.666663,113,0,0,0,0,0,0,0,0,0,0,0,2,5,6,210.833333,8,905.366665,44,1212.216665,44
TTL Full Service Consumer,50002581993,SASIF,INTUIT,Tax Associate,PL2,PL2,Re-Hire,2,2,0,0,159.86,180.75,37,61,4903.983337,401,102.340002,42,16.699602,14,48.167642,20,37.472758,8,0,0,0,0,0,0,326.133332,51,677.283335,69,915.450001,57
TTL Assisted Consumer,50002581994,ICOUTINHO,INTUIT,Tax Associate,PL4,PL4,Re-Hire,5,9,7,9,44.08,58.68,0,0,4898.433325,177,0,0,0,0,0,0,0,0,0,0,3,5,1,3,285.099999,13,2015.699998,49,1685.28333,66
TTL Full Service Consumer,50002581994,ICOUTINHO,INTUIT,Tax Associate,PL4,PL4,Re-Hire,0,6,0,0,129.24,162.95,57,118,4036.016661,336,331.770751,80,39.027049,17,75.545348,24,205.063348,38,0,0,0,2,0,0,199.316667,21,805.633332,53,603.116666,53
TTL Assisted Consumer,50002581996,TLEIBOVITZ,INTUIT,Tax Specialist,PL1,PL1,Re-Hire,0,0,0,0,0,0,0,0,82.133333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.583333,1,0,0,0,0
TTL Assisted Consumer,50002581996,TLEIBOVITZ,INTUIT,Tax Specialist,PL2,PL1,Re-Hire,0,0,0,0,0,0,0,0,82.133333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.583333,1,0,0,0,0
TTL Full Service Consumer,50002581996,TLEIBOVITZ,INTUIT,Tax Specialist,PL1,PL1,Re-Hire,0,0,0,0,12.81,13.59,8,21,730.4,35,33.180285,25,29.460807,21,3.044088,3,0.67539,1,0,0,0,0,0,0,70.783334,3,402.416668,13,23.866667,2
TTL Full Service Consumer,50002581996,TLEIBOVITZ,INTUIT,Tax Specialist,PL2,PL1,Re-Hire,0,0,0,0,12.81,13.59,8,21,730.4,35,33.180285,25,29.460807,21,3.044088,3,0.67539,1,0,0,0,0,0,0,70.783334,3,402.416668,13,23.866667,2
TTL Full Service Consumer,50002581997,ABARAJAS2,INTUIT,Tax Associate,PL2,PL2,Re-Hire,0,0,0,0,0,0,0,0,0,0,11.716714,11,11.716714,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002582005,SPOSIS,INTUIT,Tax Expert,PL4,PL4,Re-Hire,4,6,5,6,31.68,39.2,0,0,2251.216668,89,0,0,0,0,0,0,0,0,1,1,2,2,-1,1,143.333334,7,669.333331,27,668.783335,27
TTL Full Service Consumer,50002582005,SPOSIS,INTUIT,Tax Expert,PL4,PL4,Re-Hire,5,7,2,3,147.71,171.09,55,86,7928.216671,403,257.462871,73,60.675522,27,69.829987,19,126.957362,27,0,0,2,2,0,0,314.116667,26,964.083334,50,787.983334,40
TTL Assisted Consumer,50002582008,SWILLIAMS63,INTUIT,Tax Associate,PL4,PL4,Re-Hire,3,6,5,6,64.18,79.83,0,0,4306.483333,173,0,0,0,0,0,0,0,0,0,0,2,2,1,4,402.883334,14,712.533333,38,1711.266666,69
TTL Full Service Consumer,50002582008,SWILLIAMS63,INTUIT,Tax Associate,PL4,PL4,Re-Hire,6,6,2,2,166.06,187.18,51,96,4889.400011,411,306.65038,63,31.179687,15,50.17586,13,210.527558,34,0,0,0,0,1,1,267.116666,20,538.016668,59,822.050001,46
TTL Assisted Consumer,50002582012,KSCOTT13,INTUIT,Tax Associate,PL4,PL2,Re-Hire,2,2,2,2,7.96,9.67,0,0,484.149999,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,294.000001,4,124.199998,10
TTL Full Service Consumer,50002582012,KSCOTT13,INTUIT,Tax Associate,PL4,PL2,Re-Hire,2,2,1,1,28.05,31.28,10,14,807.083334,68,138.254799,35,13.186422,5,26.08157,10,98.986807,20,1,1,0,0,1,1,30.483333,2,25.916666,5,160.983334,7
TTL Assisted Consumer,50002582013,SDJATO,INTUIT,Tax Associate,PL4,PL3,Re-Hire,10,13,11,12,45.31,52.23,0,0,3337.183334,118,0,0,0,0,0,0,0,0,0,2,3,3,6,7,629.116666,10,604.266665,25,1313.033336,57
TTL Full Service Consumer,50002582013,SDJATO,INTUIT,Tax Associate,PL4,PL3,Re-Hire,9,10,3,3,81.83,90.27,49,68,6936.916671,199,177.91048,71,21.171101,16,18.87162,13,137.867759,42,1,1,1,1,1,1,123.816667,9,454.916669,15,686.900002,24
TTL Assisted Consumer,50002582015,QGARRETT,INTUIT,Tax Associate,PL4,PL4,Re-Hire,3,4,4,4,15.69,20.03,0,0,1739.750002,73,0,0,0,0,0,0,0,0,1,1,0,0,2,2,41.466667,5,616.05,30,495.183334,21
TTL Full Service Consumer,50002582015,QGARRETT,INTUIT,Tax Associate,PL4,PL4,Re-Hire,4,5,0,0,48.64,56.22,24,43,2928.849998,133,72.543045,36,25.027641,15,22.129039,13,25.386365,8,1,1,1,1,1,2,39.916667,2,1066.633332,25,796.916666,25
TTL Assisted Consumer,50002582018,WRAMOSVEGUI,INTUIT,Tax Expert,PL3,PL3,Re-Hire,1,3,2,3,35.55,56.2,0,0,1533.383333,115,0,0,0,0,0,0,0,0,0,0,1,1,0,0,86.700001,12,471.716667,39,376.683334,26
TTL Full Service Consumer,50002582018,WRAMOSVEGUI,INTUIT,Tax Expert,PL3,PL3,Re-Hire,0,0,0,0,54.52,69.95,15,44,1300.466663,200,68.083201,36,15.208876,13,47.3907,20,5.483625,3,0,0,0,0,0,0,28.683332,9,216.349999,34,221.866666,21
TTL Assisted Consumer,50002582019,LHAMZAH,INTUIT,Tax Associate,PL4,PL4,Re-Hire,29,33,29,32,129.83,160.01,0,0,11366.6,532,0,0,0,0,0,0,0,0,1,3,10,10,10,10,809.883336,50,2431.799996,158,5146.349994,201
TTL Full Service Consumer,50002582019,LHAMZAH,INTUIT,Tax Associate,PL4,PL4,Re-Hire,13,14,3,3,287.91,337,106,155,14817.11667,766,405.981901,160,31.828657,25,48.753204,29,320.35834,105,1,1,1,1,2,2,667.283332,41,1407.933335,95,2965.499997,125
TTL Assisted Consumer,50002582021,RBRYAN2,INTUIT,Tax Expert,PL4,PL4,Re-Hire,4,4,3,3,42.49,52.3,0,0,2702.783334,161,0,0,0,0,0,0,0,0,0,0,1,1,3,3,314.1,16,858.966668,58,953.383332,55
TTL Full Service Consumer,50002582021,RBRYAN2,INTUIT,Tax Expert,PL4,PL4,Re-Hire,4,4,1,1,133.55,155.22,57,83,4377.23333,316,207.927565,88,68.711259,40,52.176916,24,87.03939,24,0,0,0,0,0,0,257.383332,17,589.266668,51,511.266666,24
TTL Assisted Consumer,50002582024,LLEO,INTUIT,Tax Associate,PL4,PL4,Re-Hire,8,11,8,9,40.9,46.67,0,0,8103.750007,464,0,0,0,0,0,0,0,0,-1,1,3,4,3,3,450.666665,34,1616.033336,101,3288.950004,158
TTL Full Service Consumer,50002582024,LLEO,INTUIT,Tax Associate,PL4,PL4,Re-Hire,5,10,3,3,184.83,233.18,150,208,9813.683342,718,796.377914,234,179.485515,86,192.488995,60,405.121017,86,0,1,0,0,0,0,558.1,35,729.666668,66,1508.133335,108
TTL Assisted Consumer,50002582025,LKRIS,INTUIT,Tax Associate,PL4,PL4,Re-Hire,14,17,15,16,109.47,135.81,0,0,3488.116664,278,0,0,0,0,0,0,0,0,1,1,12,13,0,2,232.383333,23,1047.999999,102,994.099999,70
TTL Full Service Consumer,50002582025,LKRIS,INTUIT,Tax Associate,PL4,PL4,Re-Hire,5,7,2,3,231.89,262.94,42,77,5765.149992,554,324.77185,101,65.457764,38,92.030797,27,163.62185,35,1,1,0,0,0,0,252.266667,27,533.166668,72,651.716663,72
TTL Assisted Consumer,50002582026,SMATHIS1,INTUIT,Tax Associate,PL4,PL4,Re-Hire,9,9,8,8,40.82,46.44,0,0,2816.983334,123,0,0,0,0,0,0,0,0,0,0,3,3,4,4,112.733333,10,666.516666,34,1289.633334,48
TTL Full Service Consumer,50002582026,SMATHIS1,INTUIT,Tax Associate,PL4,PL4,Re-Hire,7,11,2,3,111.84,121.7,49,66,5143.6,250,169.002639,60,19.133475,12,22.872826,11,126.996338,37,0,0,2,2,1,1,90.933333,9,307.616666,19,1180.049998,46
TTL Assisted Consumer,50002582029,HWILLIAMS8,INTUIT,Tax Specialist,PL2,PL1,Re-Hire,9,9,9,9,42.78,48.51,0,0,3388.066666,91,0,0,0,0,0,0,0,0,2,2,3,3,4,4,527.966665,16,797.183334,21,1306.966666,34
TTL Full Service Consumer,50002582029,HWILLIAMS8,INTUIT,Tax Specialist,PL2,PL1,Re-Hire,2,4,0,1,102.13,112.19,21,50,4863.566662,255,224.627493,64,103.600448,31,82.127693,24,38.899352,9,0,0,0,0,0,0,486.383332,20,846.050001,35,710.066667,18
TTL Assisted Consumer,50002582032,NROWE1,INTUIT,Tax Associate,PL4,PL4,Re-Hire,13,21,16,20,179.41,204.05,0,0,10953.96667,456,0,0,0,0,0,0,0,0,1,1,4,4,7,13,795.866669,38,1946.549996,88,3874.549999,170
TTL Full Service Consumer,50002582032,NROWE1,INTUIT,Tax Associate,PL4,PL4,Re-Hire,7,9,5,6,194.06,217.39,41,69,8444.883341,497,353.33111,62,41.103977,15,73.727825,15,238.499308,32,0,0,0,0,4,4,189.800002,22,725.116665,55,1136.933334,60
TTL Assisted Consumer,50002582034,NBAKUWA,INTUIT,Tax Associate,PL4,PL4,Re-Hire,3,7,5,7,48.33,64.16,0,0,3542.166668,155,0,0,0,0,0,0,0,0,1,1,-1,3,1,1,238.366667,15,907.566666,57,1116.000002,38
TTL Full Service Consumer,50002582034,NBAKUWA,INTUIT,Tax Associate,PL4,PL4,Re-Hire,3,3,0,0,195.32,228.08,77,131,13870.95001,560,374.890711,101,53.412618,21,79.942514,25,220.371109,54,0,0,0,0,0,0,272,16,995.899997,37,1703.633334,68
TTL Assisted Consumer,50002582037,DVELASQUEZ3,INTUIT,Tax Specialist,PL2,PL1,Re-Hire,11,13,11,12,113.61,134.33,0,0,3899.199996,212,0,0,0,0,0,0,0,0,2,2,4,4,5,7,354.249998,28,1654.533332,75,1505.849998,78
TTL Full Service Consumer,50002582037,DVELASQUEZ3,INTUIT,Tax Specialist,PL2,PL1,Re-Hire,9,14,1,3,283.57,325.33,59,109,8066.400001,650,396.505401,128,160.524227,71,100.878729,29,126.99493,26,1,1,2,2,0,3,884.216665,63,1491.900002,76,1187.366667,123
TTL Assisted Consumer,50002582038,PTASHI,INTUIT,Tax Expert,PL4,PL2,Re-Hire,4,4,4,4,35.07,41.94,0,0,2843.650003,132,0,0,0,0,0,0,0,0,1,1,0,0,0,0,234.150001,8,882.816667,44,543.183334,19
TTL Full Service Consumer,50002582038,PTASHI,INTUIT,Tax Expert,PL4,PL2,Re-Hire,0,0,0,0,138.56,158.66,46,90,4082.750004,452,272.029867,86,65.848803,23,114.367247,39,91.813817,24,0,0,0,0,0,0,135.566669,28,856.65,75,280.216668,24
TTL Assisted Consumer,50002582039,DHUNT4,INTUIT,Tax Associate,PL4,PL3,Re-Hire,20,23,21,23,100.56,115.48,0,0,4175.866671,221,0,0,0,0,0,0,0,0,3,3,9,9,5,6,352.499998,25,1087.850005,52,1434.766667,72
TTL Full Service Consumer,50002582039,DHUNT4,INTUIT,Tax Associate,PL4,PL3,Re-Hire,3,3,0,1,180.44,201.72,72,119,10652.03333,446,221.204643,106,31.531171,26,30.323412,20,159.35006,60,0,0,0,0,0,0,492.516664,35,1194.700003,66,773.933333,48
TTL Assisted Consumer,50002582041,RADESINA,INTUIT,Tax Associate,PL3,PL2,Re-Hire,10,19,14,18,138.25,159.87,0,0,5158.683333,281,0,0,0,0,0,0,0,0,2,2,3,3,5,12,433.766667,26,1593.583333,80,2540.400001,133
TTL Full Service Consumer,50002582041,RADESINA,INTUIT,Tax Associate,PL3,PL2,Re-Hire,6,15,4,5,194.89,219.15,58,88,5624.700004,423,124.153158,28,4.837891,3,33.549009,6,85.766258,19,1,1,0,0,0,4,360.600001,46,511.883335,43,719.016668,48
TTL Assisted Consumer,50002582042,DLING1,INTUIT,Tax Associate,PL3,PL3,Re-Hire,9,11,8,10,80.36,94.22,0,0,3712.133336,195,0,0,0,0,0,0,0,0,0,0,2,4,6,6,118.483333,13,1304.266665,55,1765.550001,97
TTL Full Service Consumer,50002582042,DLING1,INTUIT,Tax Associate,PL3,PL3,Re-Hire,13,18,3,5,199.55,223.37,78,108,7358.95,459,255.507059,108,41.484481,26,76.394436,37,137.628142,45,0,2,1,2,4,6,361.733333,27,1319.05,71,959.883333,55
TTL Assisted Consumer,50002582047,AMASSEY,INTUIT,Tax Expert,PL1,PL3,Re-Hire,4,11,8,11,11.19,13.37,0,0,1281.849999,66,0,0,0,0,0,0,0,0,0,0,0,2,4,7,59.283334,5,316.583334,18,601.883331,31
TTL Full Service Consumer,50002582047,AMASSEY,INTUIT,Tax Expert,PL1,PL3,Re-Hire,-1,1,0,1,40.19,45.85,9,19,1754.4,120,51.262637,15,24.059136,9,5.217722,3,21.985779,3,0,0,0,0,0,0,9.1,4,480.800002,32,253.933332,21
TTL Assisted Consumer,50002582053,TWHALEN,INTUIT,Tax Associate,PL2,PL2,Re-Hire,1,6,4,5,44.83,59.17,0,0,2993.883336,120,0,0,0,0,0,0,0,0,0,0,2,2,0,3,77.4,5,939.766665,49,1417.316669,45
TTL Full Service Consumer,50002582053,TWHALEN,INTUIT,Tax Associate,PL2,PL2,Re-Hire,0,8,0,1,69.99,82.82,39,54,4942.116671,162,81.053372,49,21.017572,18,33.916005,19,26.119795,12,0,0,1,3,-1,1,118.516667,7,1080.816667,34,344.816668,12
TTL Assisted Consumer,50002582054,SRAMIREZ12,INTUIT,Tax Associate,PL3,PL3,Re-Hire,0,0,0,0,10.12,12.56,0,0,504.950001,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.833333,2,123.966667,7,312.100001,11
TTL Full Service Consumer,50002582054,SRAMIREZ12,INTUIT,Tax Associate,PL3,PL3,Re-Hire,0,0,0,0,7.77,9.49,2,3,282.066667,26,23.387789,11,14.401805,8,5.254261,2,3.731723,1,0,0,0,0,0,0,0,0,42.966667,7,177.45,10
TTL Assisted Consumer,50002582055,GMIREZ,INTUIT,Tax Associate,PL3,PL1,Re-Hire,8,18,14,17,141.12,197.15,0,0,7372.583327,406,0,0,0,0,0,0,0,0,0,1,3,8,3,7,686.983332,36,1277.116667,91,3633.966664,199
TTL Full Service Consumer,50002582055,GMIREZ,INTUIT,Tax Associate,PL3,PL1,Re-Hire,4,12,0,0,234.79,287.98,161,247,9721.533328,647,389.702831,195,89.680345,66,104.452635,59,195.569851,70,1,1,1,1,0,2,447.383331,45,1867.783333,109,1094.750001,69
TTL Assisted Consumer,50002582057,EJOSEPH1,INTUIT,Tax Expert,PL4,PL4,Re-Hire,3,3,3,3,28.05,39.56,0,0,3340.500003,181,0,0,0,0,0,0,0,0,0,0,0,0,2,2,349.950001,22,460.566666,42,556.216667,29
TTL Full Service Consumer,50002582057,EJOSEPH1,INTUIT,Tax Expert,PL4,PL4,Re-Hire,9,11,1,2,162.51,199.11,51,103,7125.000009,476,261.055951,88,48.729819,21,74.312722,27,138.01341,40,1,1,1,1,2,2,348.083332,30,652.2,51,850.75,44
TTL Assisted Consumer,50002582060,BLEYVA2,INTUIT,Tax Associate,PL4,PL4,Re-Hire,6,8,8,8,25.99,28.75,0,0,3322.149999,99,0,0,0,0,0,0,0,0,0,0,2,2,1,3,426.35,8,433.949998,14,1079.183335,35
TTL Full Service Consumer,50002582060,BLEYVA2,INTUIT,Tax Associate,PL4,PL4,Re-Hire,6,7,1,1,64.84,70.69,28,43,4080.649995,172,212.145758,47,15.292079,6,40.066008,14,152.36761,26,0,0,1,1,0,0,234.6,10,458.583332,18,338.166667,26
TTL Assisted Consumer,50002582061,AMALLEY,INTUIT,Tax Associate,PL3,PL2,Re-Hire,1,4,3,4,46.83,58.45,0,0,3403.566664,127,0,0,0,0,0,0,0,0,0,0,0,1,1,3,387.850001,10,714.983332,31,1854.366666,66
TTL Full Service Consumer,50002582061,AMALLEY,INTUIT,Tax Associate,PL3,PL2,Re-Hire,10,16,1,1,87.01,97.48,55,82,4852.566665,213,209.597905,71,62.044525,28,85.520172,27,62.033208,16,1,1,3,4,2,4,366.716668,24,1177.016664,50,867.433332,31
TTL Assisted Consumer,50002582069,ETAYLOR8,INTUIT,Tax Associate,PL2,PL2,Re-Hire,4,6,5,5,54.11,68.75,0,0,2308.916669,187,0,0,0,0,0,0,0,0,0,0,3,3,1,3,143.55,10,704.716667,55,800.700001,61
TTL Full Service Consumer,50002582069,ETAYLOR8,INTUIT,Tax Associate,PL2,PL2,Re-Hire,2,6,2,5,142.86,164.22,59,86,6994.433335,338,131.656431,70,34.092319,23,53.451584,31,44.112528,16,0,0,0,0,-1,1,215.566666,14,1270.066664,61,661.083336,36
TTL Full Service Consumer,50002582071,FSANDERS1,INTUIT,Tax Associate,PL2,PL2,Re-Hire,0,0,0,0,0,0,0,0,0,0,7.217238,3,7.217238,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002582074,CEGUILUZ,INTUIT,Tax Associate,PL2,PL2,Re-Hire,3,10,6,10,77.41,100.03,0,0,5699.399993,295,0,0,0,0,0,0,0,0,1,1,2,3,-1,5,629.166667,34,2087.716662,122,1723.633332,93
TTL Full Service Consumer,50002582074,CEGUILUZ,INTUIT,Tax Associate,PL2,PL2,Re-Hire,8,8,1,1,110.14,129.25,82,139,7142.283333,324,177.006703,100,58.496006,39,46.802371,32,71.708326,29,0,0,3,3,0,0,640.216665,42,931.583332,51,961.166667,39
TTL Assisted Consumer,50002582075,HSHERIDAN,INTUIT,Tax Expert,PL3,PL2,Re-Hire,10,13,12,13,104.08,129.21,0,0,4744.466662,277,0,0,0,0,0,0,0,0,1,1,6,7,3,5,368.58333,29,1760.849995,102,2030.966669,112
TTL Full Service Consumer,50002582075,HSHERIDAN,INTUIT,Tax Expert,PL3,PL2,Re-Hire,5,15,2,4,340.28,404.95,140,238,10015.55001,865,304.990449,178,53.557108,46,127.865928,71,117.876651,60,0,0,1,1,2,2,664.016668,63,1685.499997,140,1291.200002,103
TTL Assisted Consumer,50002582076,MCOTTINGHAM,INTUIT,Tax Associate,PL4,PL4,Re-Hire,3,5,4,5,26.88,29.29,0,0,3441.033327,134,0,0,0,0,0,0,0,0,0,0,0,1,3,3,112.366667,11,463.466667,26,1474.033331,30
TTL Full Service Consumer,50002582076,MCOTTINGHAM,INTUIT,Tax Associate,PL4,PL4,Re-Hire,2,2,1,1,177.93,199.84,63,109,7066.183325,434,382.214911,133,44.289203,29,83.300726,38,254.624982,66,0,0,0,0,0,0,141.766666,17,780.116665,55,1232.933333,47
TTL Assisted Consumer,50002582129,KGARCIA8,INTUIT,Tax Associate,PL2,PL1,Re-Hire,1,1,0,0,16.3,22.03,0,0,1355.366666,70,0,0,0,0,0,0,0,0,0,0,1,1,0,0,332.699999,16,660.933332,27,187.983334,16
TTL Full Service Consumer,50002582129,KGARCIA8,INTUIT,Tax Associate,PL2,PL1,Re-Hire,0,0,0,0,29.09,34.66,5,23,617.499997,82,66.232308,12,50.975303,8,3.317057,2,11.939948,2,0,0,0,0,0,0,63.366666,15,124.283333,20,156.2,10
TTL Assisted Consumer,50002582134,SCHERNOFF,INTUIT,Tax Specialist,PL2,PL2,Re-Hire,5,5,5,5,42.51,51.64,0,0,1945.433332,83,0,0,0,0,0,0,0,0,1,1,2,2,1,1,208.533333,13,594.199999,23,720.116666,30
