product_name,corp_id,corp_login,expert_partner_name,expert_role,proficiency_level,proficiency_level_start,hire_type,new_returning_customer,tnps_numerator,tnps_denominator,ir_numerator,ir_denominator,sqs_numerator,sqs_denominator,handled_conversion_numerator,handled_conversion_denominator,aht_numerator,aht_denominator,cst_numerator,cst_denominator,cst_basic_numerator,cst_basic_denominator,cst_deluxe_numerator,cst_deluxe_denominator,cst_premium_numerator,cst_premiun_denominator,tnps_basic_numerator,tnps_basic_denominator,tnps_deluxe_numerator,tnps_deluxe_denominator,tnps_premium_numerator,tnps_premium_denominator,aht_basic_numerator,aht_basic_denominator,aht_deluxe_numerator,aht_deluxe_denominator,aht_premium_numerator,aht_premium_denominator
TTL Full Service Consumer,50002571321,PBUENO,INTUIT,Tax Associate,PL2,PL4,Re-Hire,New,0,2,0,0,0,0,7,16,1377.483332,60,82.346494,23,14.512943,6,16.334054,6,51.499497,11,0,0,0,0,-1,1,20.666666,2,121.466667,4,384.566666,11
TTL Full Service Consumer,50002571321,PBUENO,INTUIT,Tax Associate,PL2,PL1,Re-Hire,New,0,2,0,0,0,0,7,16,1377.483332,60,82.346494,23,14.512943,6,16.334054,6,51.499497,11,0,0,0,0,-1,1,20.666666,2,121.466667,4,384.566666,11
TTL Full Service Consumer,50002571321,PBUENO,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Unknown,0,0,0,0,65.72,69.69,0,0,366.200003,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002571321,PBUENO,INTUIT,Tax Associate,PL4,PL1,Re-Hire,Unknown,0,0,0,0,65.72,69.69,0,0,366.200003,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002571321,PBUENO,INTUIT,Tax Associate,PL2,PL4,Re-Hire,Unknown,0,0,0,0,65.72,69.69,0,0,366.200003,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002571321,PBUENO,INTUIT,Tax Associate,PL2,PL1,Re-Hire,Unknown,0,0,0,0,65.72,69.69,0,0,366.200003,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002571357,JBROWN63,INTUIT,Tax Associate,PL3,PL2,Re-Hire,Returning,4,8,5,8,0,0,0,0,3850.433332,124,0,0,0,0,0,0,0,0,0,0,0,2,4,6,137.45,8,1120.233332,37,2223.816667,71
TTL Assisted Consumer,50002571357,JBROWN63,INTUIT,Tax Associate,PL3,PL2,Re-Hire,Unknown,0,0,0,0,64.82,77.41,0,0,12.766666,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002571357,JBROWN63,INTUIT,Tax Associate,PL3,PL2,Re-Hire,New,0,0,0,0,0,0,0,0,1124.633331,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.4,3,472.366665,12,424.1,13
TTL Full Service Consumer,50002571357,JBROWN63,INTUIT,Tax Associate,PL3,PL2,Re-Hire,Returning,1,3,0,1,0,0,16,24,2448.233336,89,79.856038,23,5.530612,4,19.372987,8,54.952439,11,0,0,0,0,2,2,105.3,3,676.633334,22,481.55,12
TTL Full Service Consumer,50002571357,JBROWN63,INTUIT,Tax Associate,PL3,PL2,Re-Hire,Unknown,0,0,0,0,62.38,72.68,0,0,92.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002571357,JBROWN63,INTUIT,Tax Associate,PL3,PL2,Re-Hire,New,0,0,0,0,0,0,9,24,1505.583332,56,55.345203,14,13.556919,7,13.103882,4,28.684402,3,0,0,0,0,0,0,5.9,1,296.216667,14,58.766666,2
TTL Assisted Consumer,50002571363,ASOBANDE,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Returning,12,12,12,12,0,0,0,0,2984.233328,158,0,0,0,0,0,0,0,0,3,3,6,6,2,2,163.233333,17,846.433332,48,1347.733331,64
TTL Assisted Consumer,50002571363,ASOBANDE,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Unknown,0,0,0,0,76.16,88.06,0,0,114.866667,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002571363,ASOBANDE,INTUIT,Tax Associate,PL4,PL4,Re-Hire,New,2,2,2,2,0,0,0,0,1707.933332,52,0,0,0,0,0,0,0,0,0,0,0,0,2,2,275.933333,12,125.216667,7,430.799999,13
TTL Full Service Consumer,50002571363,ASOBANDE,INTUIT,Tax Associate,PL4,PL4,Re-Hire,New,4,4,0,0,0,0,28,51,3708.949998,124,93.741586,34,10.106279,6,12.802529,5,70.832778,23,0,0,0,0,0,0,314.266667,11,51.183332,6,176.800001,9
TTL Full Service Consumer,50002571363,ASOBANDE,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Returning,13,15,4,4,0,0,52,64,4804.183332,118,183.080518,72,44.122194,19,33.334015,18,105.624309,35,0,0,0,2,0,0,173.033333,6,764.099999,27,921.033335,19
TTL Full Service Consumer,50002571363,ASOBANDE,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Unknown,0,0,0,0,113.41,123.69,0,0,398.716665,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002571364,JPEQUENO,INTUIT,Tax Associate,PL3,PL3,Re-Hire,Returning,3,3,3,3,0,0,0,0,391.699999,24,0,0,0,0,0,0,0,0,0,0,1,1,1,1,32,2,184.099999,12,135.983333,8
TTL Assisted Consumer,50002571364,JPEQUENO,INTUIT,Tax Associate,PL3,PL2,Re-Hire,Returning,3,3,3,3,0,0,0,0,391.699999,24,0,0,0,0,0,0,0,0,0,0,1,1,1,1,32,2,184.099999,12,135.983333,8
TTL Assisted Consumer,50002571364,JPEQUENO,INTUIT,Tax Associate,PL3,PL3,Re-Hire,New,0,0,0,0,0,0,0,0,121.816666,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.983333,1,50.966666,4,0,0
TTL Assisted Consumer,50002571364,JPEQUENO,INTUIT,Tax Associate,PL3,PL2,Re-Hire,New,0,0,0,0,0,0,0,0,121.816666,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.983333,1,50.966666,4,0,0
TTL Assisted Consumer,50002571364,JPEQUENO,INTUIT,Tax Associate,PL3,PL3,Re-Hire,Unknown,0,0,0,0,10.26,12.24,0,0,20.266667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002571364,JPEQUENO,INTUIT,Tax Associate,PL3,PL2,Re-Hire,Unknown,0,0,0,0,10.26,12.24,0,0,20.266667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002571364,JPEQUENO,INTUIT,Tax Associate,PL3,PL3,Re-Hire,Returning,0,0,0,0,0,0,9,13,856.550001,25,12.146459,11,7.402905,7,4.743554,4,0,0,0,0,0,0,0,0,43.616667,2,409.833334,11,280.75,8
TTL Full Service Consumer,50002571364,JPEQUENO,INTUIT,Tax Associate,PL3,PL2,Re-Hire,Returning,0,0,0,0,0,0,9,13,856.550001,25,12.146459,11,7.402905,7,4.743554,4,0,0,0,0,0,0,0,0,43.616667,2,409.833334,11,280.75,8
TTL Full Service Consumer,50002571364,JPEQUENO,INTUIT,Tax Associate,PL3,PL3,Re-Hire,New,0,0,0,0,0,0,5,7,393.833334,14,6.495396,5,3.875822,3,1.048607,1,1.570967,1,0,0,0,0,0,0,0,0,6.466667,1,86.45,2
TTL Full Service Consumer,50002571364,JPEQUENO,INTUIT,Tax Associate,PL3,PL2,Re-Hire,New,0,0,0,0,0,0,5,7,393.833334,14,6.495396,5,3.875822,3,1.048607,1,1.570967,1,0,0,0,0,0,0,0,0,6.466667,1,86.45,2
TTL Full Service Consumer,50002571364,JPEQUENO,INTUIT,Tax Associate,PL3,PL3,Re-Hire,Unknown,0,0,0,0,17.58,19.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002571364,JPEQUENO,INTUIT,Tax Associate,PL3,PL2,Re-Hire,Unknown,0,0,0,0,17.58,19.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002571400,VHUGULEY,INTUIT,Tax Associate,PL2,PL2,Re-Hire,New,0,0,0,0,0,0,0,0,679.566666,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.116667,2,281.199999,16,258.016666,8
TTL Assisted Consumer,50002571400,VHUGULEY,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Returning,3,6,4,6,0,0,0,0,1732.916668,95,0,0,0,0,0,0,0,0,0,0,2,5,1,1,209.283332,12,577.233336,43,826.133333,36
TTL Assisted Consumer,50002571400,VHUGULEY,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Unknown,0,0,0,0,46.21,52.7,0,0,129.850001,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002571400,VHUGULEY,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Returning,0,0,0,0,0,0,9,12,915.499996,78,64.689415,18,21.669034,8,43.020381,10,0,0,0,0,0,0,0,0,191.366666,15,290.366664,23,129.283334,10
TTL Full Service Consumer,50002571400,VHUGULEY,INTUIT,Tax Associate,PL2,PL2,Re-Hire,New,-1,1,0,1,0,0,8,15,667.466668,61,44.058715,10,28.529993,7,15.528722,3,0,0,0,0,0,0,0,0,82.15,8,46.300002,12,64.866667,3
TTL Full Service Consumer,50002571400,VHUGULEY,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Unknown,0,0,0,0,70.51,76.95,0,0,19.666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002571404,HLAM,INTUIT,Tax Associate,PL3,PL2,Re-Hire,Returning,1,6,4,6,0,0,0,0,1446.066667,52,0,0,0,0,0,0,0,0,0,0,-1,3,2,3,0,0,288.566669,13,1114.099998,38
TTL Assisted Consumer,50002571404,HLAM,INTUIT,Tax Associate,PL3,PL2,Re-Hire,Unknown,0,0,0,0,33.82,44.67,0,0,60.483333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002571404,HLAM,INTUIT,Tax Associate,PL3,PL2,Re-Hire,New,0,0,0,0,0,0,0,0,293.433332,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.916667,1,7.483333,1,213.716666,6
TTL Full Service Consumer,50002571404,HLAM,INTUIT,Tax Associate,PL3,PL2,Re-Hire,New,0,0,0,0,0,0,11,15,965.383336,102,57.513163,14,13.791194,7,0,0,43.721969,7,0,0,0,0,0,0,49.683334,8,42.1,4,55.866667,4
TTL Full Service Consumer,50002571404,HLAM,INTUIT,Tax Associate,PL3,PL2,Re-Hire,Returning,1,1,0,0,0,0,17,20,1246.999996,132,125.707711,41,12.773975,10,15.249286,6,97.68445,25,0,0,0,0,0,0,24.449999,11,309.65,14,307.616663,31
TTL Full Service Consumer,50002571404,HLAM,INTUIT,Tax Associate,PL3,PL2,Re-Hire,Unknown,0,0,0,0,91.91,107.93,0,0,78.75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002571409,SEUSTAQUIO,INTUIT,Tax Associate,PL3,PL2,Re-Hire,Returning,2,6,4,6,0,0,0,0,2902.666669,125,0,0,0,0,0,0,0,0,0,0,1,1,2,4,340.083332,14,967.016669,52,1388.55,49
TTL Assisted Consumer,50002571409,SEUSTAQUIO,INTUIT,Tax Associate,PL3,PL2,Re-Hire,New,1,1,1,1,0,0,0,0,724.283335,46,0,0,0,0,0,0,0,0,1,1,0,0,0,0,145.716668,8,292.150002,19,162.899999,10
TTL Assisted Consumer,50002571409,SEUSTAQUIO,INTUIT,Tax Associate,PL3,PL2,Re-Hire,Unknown,0,0,0,0,47.47,55.78,0,0,173.150001,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002571409,SEUSTAQUIO,INTUIT,Tax Associate,PL3,PL2,Re-Hire,Returning,0,0,0,0,0,0,17,26,1748.683335,53,93.786809,33,23.946188,11,56.36749,17,13.473131,5,0,0,0,0,0,0,85.266667,4,568.95,20,485.816667,9
TTL Full Service Consumer,50002571409,SEUSTAQUIO,INTUIT,Tax Associate,PL3,PL2,Re-Hire,New,0,0,0,0,0,0,4,15,1509.11667,43,40.513266,11,27.453846,8,13.05942,3,0,0,0,0,0,0,0,0,29.616667,5,172.766667,6,366.233334,3
TTL Full Service Consumer,50002571409,SEUSTAQUIO,INTUIT,Tax Associate,PL3,PL2,Re-Hire,Unknown,0,0,0,0,27.29,30.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002571414,ATOLTON,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Unknown,0,0,0,0,3.72,4.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002571414,ATOLTON,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Returning,1,1,1,1,0,0,0,0,128.183333,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,36.533333,2,22.816667,1
TTL Assisted Consumer,50002571414,ATOLTON,INTUIT,Tax Associate,PL2,PL2,Re-Hire,New,0,0,0,0,0,0,0,0,19.166667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.416667,1,14.116667,1
TTL Full Service Consumer,50002571414,ATOLTON,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Unknown,0,0,0,0,5,5.96,0,0,10.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002571414,ATOLTON,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Returning,0,0,0,0,0,0,1,1,5.583332,8,22.181808,8,6.765543,5,15.416265,3,0,0,0,0,0,0,0,0,0,0,3.966666,5,0,0
TTL Full Service Consumer,50002571414,ATOLTON,INTUIT,Tax Associate,PL2,PL2,Re-Hire,New,0,0,0,0,0,0,3,5,103.533334,7,5.895128,5,4.654909,4,1.240219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002571418,VBEVILLE,INTUIT,Tax Associate,PL3,PL3,Re-Hire,New,3,4,2,3,0,0,0,0,1329.833335,46,0,0,0,0,0,0,0,0,0,0,0,0,2,2,259.583335,10,235.383334,7,374.283333,13
TTL Assisted Consumer,50002571418,VBEVILLE,INTUIT,Tax Associate,PL3,PL3,Re-Hire,Returning,10,13,12,13,0,0,0,0,3714.016664,161,0,0,0,0,0,0,0,0,1,1,4,4,2,5,348.6,13,1132.5,53,1492.983331,68
TTL Assisted Consumer,50002571418,VBEVILLE,INTUIT,Tax Associate,PL3,PL3,Re-Hire,Unknown,0,0,0,0,85.71,101.96,0,0,172.233334,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002571418,VBEVILLE,INTUIT,Tax Associate,PL3,PL3,Re-Hire,Returning,3,6,2,2,0,0,41,51,5180.016665,266,140.658668,49,29.951758,17,14.79569,9,95.91122,23,1,1,0,2,1,1,145.783333,13,1022.649996,52,1351.916669,63
TTL Full Service Consumer,50002571418,VBEVILLE,INTUIT,Tax Associate,PL3,PL3,Re-Hire,New,0,4,0,1,0,0,28,53,3212.450008,241,106.439582,36,24.387893,10,13.337413,6,67.45797,19,0,0,1,1,0,0,71.433333,14,171.699999,13,419.650001,14
TTL Full Service Consumer,50002571418,VBEVILLE,INTUIT,Tax Associate,PL3,PL3,Re-Hire,Unknown,0,0,0,0,205.66,230.5,0,0,350.066666,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002571420,SAVERY3,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Returning,2,4,2,3,0,0,0,0,1978.183332,62,0,0,0,0,0,0,0,0,0,0,0,0,1,3,17.4,2,1457.316667,37,413.966666,18
TTL Assisted Consumer,50002571420,SAVERY3,INTUIT,Tax Associate,PL2,PL2,Re-Hire,New,0,0,0,0,0,0,0,0,281.283335,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.683333,9,50.650001,5
TTL Assisted Consumer,50002571420,SAVERY3,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Unknown,0,0,0,0,19.32,23.53,0,0,194.6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002571420,SAVERY3,INTUIT,Tax Associate,PL2,PL2,Re-Hire,New,1,1,0,1,0,0,0,0,103.816666,16,3.275087,1,0,0,3.275087,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1
TTL Full Service Consumer,50002571420,SAVERY3,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Returning,0,0,0,0,0,0,1,1,289.6,23,8.260495,2,0,0,8.260495,2,0,0,0,0,0,0,0,0,4.266667,1,34.066667,7,187.983333,10
TTL Full Service Consumer,50002571420,SAVERY3,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Unknown,0,0,0,0,19.98,23.86,0,0,40.316667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002571421,THAYNES2,INTUIT,Tax Associate,PL4,PL3,Re-Hire,Returning,6,8,6,7,0,0,0,0,1582.266667,144,0,0,0,0,0,0,0,0,0,0,2,2,3,5,93.583334,13,455.550002,45,876.866665,68
TTL Assisted Consumer,50002571421,THAYNES2,INTUIT,Tax Associate,PL4,PL3,Re-Hire,New,2,2,2,2,0,0,0,0,1587.433332,108,0,0,0,0,0,0,0,0,0,0,0,0,1,1,208.833334,14,119.783333,13,256.516665,18
TTL Assisted Consumer,50002571421,THAYNES2,INTUIT,Tax Associate,PL4,PL3,Re-Hire,Unknown,0,0,0,0,57.7,72.07,0,0,574.016667,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002571421,THAYNES2,INTUIT,Tax Associate,PL4,PL3,Re-Hire,New,3,5,1,1,0,0,39,104,5120.133332,621,188.504919,99,61.771672,44,43.886553,24,80.915618,30,0,0,0,0,0,0,371.766666,53,364.666667,43,207.850002,19
TTL Full Service Consumer,50002571421,THAYNES2,INTUIT,Tax Associate,PL4,PL3,Re-Hire,Returning,5,5,3,3,0,0,52,62,2567.849997,256,196.559839,95,32.692444,25,54.352579,27,102.260764,42,1,1,1,1,2,2,150.333334,21,383.916667,35,920.200001,71
TTL Full Service Consumer,50002571421,THAYNES2,INTUIT,Tax Associate,PL4,PL3,Re-Hire,Unknown,0,0,0,0,362.9,404.52,0,0,340.899999,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002571426,RCORDOVAGAR,INTUIT,Tax Expert,OTHER,OTHER,New Hire,Returning,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
TTL Assisted Consumer,50002571429,HJACKSON4,INTUIT,Tax Associate,PL2,PL3,Re-Hire,Returning,1,1,1,1,0,0,0,0,878.199999,56,0,0,0,0,0,0,0,0,0,0,0,0,1,1,47.716667,3,181.05,17,527.916666,27
TTL Assisted Consumer,50002571429,HJACKSON4,INTUIT,Tax Associate,PL2,PL3,Re-Hire,New,1,1,1,1,0,0,0,0,479.350003,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19.7,2,51.533333,4,21.5,2
TTL Assisted Consumer,50002571429,HJACKSON4,INTUIT,Tax Associate,PL2,PL3,Re-Hire,Unknown,0,0,0,0,8.73,11.01,0,0,25.666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002571429,HJACKSON4,INTUIT,Tax Associate,PL2,PL3,Re-Hire,New,1,1,0,0,0,0,0,1,973.799999,21,2.421356,2,2.421356,2,0,0,0,0,0,0,0,0,0,0,18.483333,1,3.5,1,0,0
TTL Full Service Consumer,50002571429,HJACKSON4,INTUIT,Tax Associate,PL2,PL3,Re-Hire,Returning,0,0,0,0,0,0,1,1,336.316668,34,2.546794,2,1.453277,1,0,0,1.093517,1,0,0,0,0,0,0,0,0,21.95,7,92.650001,7
TTL Full Service Consumer,50002571429,HJACKSON4,INTUIT,Tax Associate,PL2,PL3,Re-Hire,Unknown,0,0,0,0,4.2,5.52,0,0,1.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002571444,RFLORES6,INTUIT,Tax Associate,PL3,PL2,Re-Hire,Returning,9,16,13,16,0,0,0,0,4663.550002,281,0,0,0,0,0,0,0,0,1,1,6,8,2,5,314.200003,22,1790.649999,113,2309.966667,131
TTL Assisted Consumer,50002571444,RFLORES6,INTUIT,Tax Associate,PL3,PL2,Re-Hire,Unknown,1,1,1,1,153.18,185.13,0,0,54.033334,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002571444,RFLORES6,INTUIT,Tax Associate,PL3,PL2,Re-Hire,New,1,1,1,1,0,0,0,0,1308.699998,67,0,0,0,0,0,0,0,0,0,0,1,1,0,0,111.466666,9,420.433333,22,409.066667,17
TTL Full Service Consumer,50002571444,RFLORES6,INTUIT,Tax Associate,PL3,PL2,Re-Hire,Returning,4,4,1,1,0,0,75,89,6173.516661,345,178.775348,90,46.653729,26,60.988755,33,71.132864,31,0,0,1,1,1,1,209.033332,24,1569.300001,80,1688.416666,74
TTL Full Service Consumer,50002571444,RFLORES6,INTUIT,Tax Associate,PL3,PL2,Re-Hire,New,7,7,3,3,0,0,33,65,3586.066667,242,101.253684,43,21.572528,13,37.877384,18,41.803772,12,1,1,0,0,0,0,335.199999,18,246.483333,26,358.766667,18
TTL Full Service Consumer,50002571444,RFLORES6,INTUIT,Tax Associate,PL3,PL2,Re-Hire,Unknown,2,2,1,1,273.27,302.51,0,0,285.516666,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002571477,SGREATHOUSE,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Returning,10,22,13,20,0,0,0,0,3706.450003,314,0,0,0,0,0,0,0,0,2,2,4,10,3,9,407.400001,32,1455.966667,125,1632.550002,143
TTL Assisted Consumer,50002571477,SGREATHOUSE,INTUIT,Tax Associate,PL2,PL2,Re-Hire,New,3,3,2,3,0,0,0,0,1386.900004,84,0,0,0,0,0,0,0,0,1,1,1,1,1,1,144.066667,10,499.300003,32,484.116667,26
TTL Assisted Consumer,50002571477,SGREATHOUSE,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Unknown,0,0,0,0,146.78,195.18,0,0,137.166667,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002571477,SGREATHOUSE,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Returning,-1,3,1,1,0,0,83,120,8302.016663,423,147.05444,108,31.210822,32,64.43671,43,51.406908,33,0,0,1,1,-2,2,318.933334,23,1522.23333,97,1107.583331,75
TTL Full Service Consumer,50002571477,SGREATHOUSE,INTUIT,Tax Associate,PL2,PL2,Re-Hire,New,5,8,2,3,0,0,37,86,3871.999999,292,57.34142,41,29.827745,20,18.363803,15,7.33018,5,0,0,0,1,0,0,167.883333,20,306.45,23,121.316666,13
TTL Full Service Consumer,50002571477,SGREATHOUSE,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Unknown,0,0,0,0,264.33,319.01,0,0,131.083332,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002571486,MEVERSOLE,INTUIT,Tax Associate,PL3,PL3,Re-Hire,Returning,4,5,4,4,0,0,0,0,1777.816668,56,0,0,0,0,0,0,0,0,0,0,1,1,3,4,57.35,2,167.183334,8,1536.150001,45
TTL Assisted Consumer,50002571486,MEVERSOLE,INTUIT,Tax Associate,PL3,PL3,Re-Hire,New,0,0,0,0,0,0,0,0,321.699999,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.283333,3,28.083333,3,255.333333,6
TTL Assisted Consumer,50002571486,MEVERSOLE,INTUIT,Tax Associate,PL3,PL3,Re-Hire,Unknown,0,0,0,0,36.77,44.09,0,0,76.016667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002571486,MEVERSOLE,INTUIT,Tax Associate,PL3,PL3,Re-Hire,New,2,2,0,0,0,0,15,21,1997.266667,106,60.28931,15,1.349651,1,8.452059,4,50.4876,10,0,0,0,0,0,0,31.699999,5,40.816667,6,513.333334,21
TTL Full Service Consumer,50002571486,MEVERSOLE,INTUIT,Tax Associate,PL3,PL3,Re-Hire,Returning,3,5,2,2,0,0,25,28,1721.683332,151,59.845059,23,0.957728,2,3.990298,3,54.897033,18,0,0,1,1,0,1,27.3,5,219.466667,9,645.183333,46
TTL Full Service Consumer,50002571486,MEVERSOLE,INTUIT,Tax Associate,PL3,PL3,Re-Hire,Unknown,0,0,0,0,122.77,137.59,0,0,24.233333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002571489,CWISELEY,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Returning,5,7,6,7,0,0,0,0,3989.316668,193,0,0,0,0,0,0,0,0,0,0,2,2,1,3,71.016667,7,1024.583333,53,2631.466667,120
TTL Assisted Consumer,50002571489,CWISELEY,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Unknown,0,0,0,0,97.48,128.18,0,0,112.933334,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002571489,CWISELEY,INTUIT,Tax Associate,PL2,PL2,Re-Hire,New,0,0,0,0,0,0,0,0,404.933333,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,2,61.2,11,256.183333,19
TTL Full Service Consumer,50002571489,CWISELEY,INTUIT,Tax Associate,PL2,PL2,Re-Hire,New,1,1,0,0,0,0,34,62,3794.5,269,121.11074,50,32.87006,20,54.596047,18,33.644633,12,1,1,0,0,0,0,228.983334,12,290.466667,16,36.583334,7
TTL Full Service Consumer,50002571489,CWISELEY,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Returning,3,3,0,1,0,0,52,77,6619.283335,281,170.555449,77,42.061921,25,60.765764,29,67.727764,23,1,1,1,1,0,0,530.5,28,1668.966666,76,1366.483334,40
TTL Full Service Consumer,50002571489,CWISELEY,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Unknown,0,0,0,0,182.25,217.26,0,0,84.35,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002571490,MMITCHELL11,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Returning,0,6,4,6,0,0,0,0,3076.050005,164,0,0,0,0,0,0,0,0,0,0,-2,3,2,3,148.4,10,1334.11667,81,1363.350002,59
TTL Assisted Consumer,50002571490,MMITCHELL11,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Unknown,0,0,0,0,76.4,88.94,0,0,669.283334,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
